path,title,doc_kind,directory,sha256,body_sha256,line_count,heading_count,first_heading,code_fence_count,mermaid_fence_count,link_count,image_ref_count
docs/governance/runtime-tool-invocation-result-contract.md,Runtime Tool Invocation Result Contract,governance,docs/governance,11bab6cd0450bedc,11bab6cd0450bedc,164,19,Runtime Tool Invocation Result Contract,1,0,0,0
docs/governance/session-lifecycle-finalize-tool.md,Session Lifecycle Finalize Tool,governance,docs/governance,7a0044ce139160ed,7a0044ce139160ed,136,12,Session Lifecycle Finalize Tool,1,0,3,0
docs/governance/session-storage-lifecycle.md,Session Storage Lifecycle,governance,docs/governance,ea5e0b5078f40ef6,ea5e0b5078f40ef6,108,13,Session Storage Lifecycle,0,0,4,0
docs/governance/step-up-authorization.md,Step-Up Authorization Doctrine,governance,docs/governance,a14a2dfdfe16f87f,a14a2dfdfe16f87f,149,13,Step-Up Authorization Doctrine,1,0,4,0
docs/governance/storage-retention-policy.md,Storage Retention Policy,governance,docs/governance,a47b7c04aeb563ed,a47b7c04aeb563ed,52,7,Storage Retention Policy,0,0,3,0
docs/governance/telemetry-contribution-policy.md,Telemetry Contribution Policy,governance,docs/governance,f5cfaaed53428ef1,f5cfaaed53428ef1,177,16,Telemetry Contribution Policy,4,0,9,0
docs/governance/textual-retirement-policy.md,Textual TUI Retirement Policy,governance,docs/governance,6822e6aa7a7d254a,6822e6aa7a7d254a,101,11,Textual TUI Retirement Policy,0,0,6,0
docs/governance/textual-rig-console.md,Textual Rig Console,governance,docs/governance,9a33716e975e88d1,9a33716e975e88d1,382,28,Textual Rig Console,3,0,3,0
docs/governance/tool-runtime-boundary.md,ToolRuntime Boundary,governance,docs/governance,d113e38b1bda08be,d113e38b1bda08be,95,8,ToolRuntime Boundary,2,0,0,0
docs/governance/update-policy.md,Rig Relay Update Policy,governance,docs/governance,2e6b9b9d357cf4e1,2e6b9b9d357cf4e1,96,8,Rig Relay Update Policy,3,0,3,0
docs/governance/usage-data-doctrine.md,Rig Relay Usage Data Doctrine,governance,docs/governance,13930bc3fb28e75a,13930bc3fb28e75a,1106,74,Rig Relay Usage Data Doctrine,15,0,6,0
docs/governance/validation-scheduler.md,Validation Scheduler,governance,docs/governance,98645e66925db7ba,98645e66925db7ba,181,21,Validation Scheduler,1,0,0,0
docs/governance/vibe-legacy-deprecation.md,Vibe Legacy Deprecation Doctrine,governance,docs/governance,611254e28f0b5615,611254e28f0b5615,128,18,Vibe Legacy Deprecation Doctrine,0,0,9,0
docs/governance/vibe-rig-compatibility-bridge.md,Vibe / Rig Compatibility Bridge,governance,docs/governance,bd4df61fd391c582,bd4df61fd391c582,52,6,Vibe / Rig Compatibility Bridge,0,0,0,0
docs/governance/vscodium-extension-client.md,Governance: VSCodium Extension Client,governance,docs/governance,ced25f11f1b22080,ced25f11f1b22080,41,7,Governance: VSCodium Extension Client,0,0,0,0
docs/governance/worktree-manager.md,Worktree Manager — Governance & Safety,governance,docs/governance,cb426d3642526ff3,cb426d3642526ff3,110,16,Worktree Manager — Governance & Safety,1,0,0,0
docs/install.md,Rig Relay Install Channels,unknown,docs,677e7dd09b5fbe5a,677e7dd09b5fbe5a,90,12,Rig Relay Install Channels,6,0,2,0
docs/legal/privacy-notice-alpha.md,Privacy Notice — Alpha,unknown,docs/legal,593187fc545f1ac9,593187fc545f1ac9,88,10,Privacy Notice — Alpha,0,0,0,0
docs/legal/usage-data-license-alpha.md,Usage Data Commercial License — Alpha,unknown,docs/legal,5ee4bae70a429a4f,5ee4bae70a429a4f,72,7,Usage Data Commercial License — Alpha,0,0,3,0
docs/protocol-surfaces.md,Protocol Surfaces,unknown,docs,3b1b5215e1ae7e09,3b1b5215e1ae7e09,84,6,Protocol Surfaces,3,0,0,0
docs/protocols/ide-capability-map.md,IDE Capability Map,protocol,docs/protocols,85ef0923542f937e,85ef0923542f937e,80,6,IDE Capability Map,0,0,0,0
docs/protocols/ide-sidecar-ipc.md,Rig IDE / Sidecar IPC Protocol (v1),protocol,docs/protocols,3bb68fe9894795d1,3bb68fe9894795d1,193,16,Rig IDE / Sidecar IPC Protocol (v1),9,0,0,0
docs/protocols/mcp-context-tools.md,MCP Context Tools,protocol,docs/protocols,4d8ef4d3aca71175,4d8ef4d3aca71175,43,4,MCP Context Tools,1,0,0,0
docs/proxy-setup.md,Proxy Setup,guide,docs,02e4743dcab191a7,02e4743dcab191a7,37,4,Proxy Setup,1,0,1,0
docs/publishing/github-pages-artifact-site.md,GitHub Pages — Artifact-Rendered Documentation Site,publishing,docs/publishing,ce16a9519ce5982c,ce16a9519ce5982c,68,6,GitHub Pages — Artifact-Rendered Documentation Site,3,0,0,0
docs/release/alpha-release-checklist.md,Alpha Release Checklist,unknown,docs/release,df2ea437a11cf277,df2ea437a11cf277,49,7,Alpha Release Checklist,0,0,0,0
docs/release/known-limitations-alpha.md,Known Limitations for Alpha,unknown,docs/release,9fb6e6ab86daf947,9fb6e6ab86daf947,34,5,Known Limitations for Alpha,0,0,0,0
docs/release/versioning-policy.md,Rig Relay Versioning Policy,unknown,docs/release,a0913605a45e995d,a0913605a45e995d,76,9,Rig Relay Versioning Policy,0,0,0,0
docs/rig-mcp-capability-map.md,Rig MCP Server — Capability Map,unknown,docs,0997327598db9017,0997327598db9017,119,25,Rig MCP Server — Capability Map,2,0,0,0
docs/troubleshooting/runtime-provenance.md,Runtime Provenance,unknown,docs/troubleshooting,999e329108aefe4c,999e329108aefe4c,105,14,Runtime Provenance,5,0,0,0
docs/ui/textual-rig-console-progress-timeline.md,ProgressTimelineWidget — Design,ui_guide,docs/ui,edce7144fe8431e4,edce7144fe8431e4,213,17,ProgressTimelineWidget — Design,5,0,3,0
docs/ui/textual-rig-console-slice-1.md,Textual Rig Console — Slice 1: Projection-Only SessionPaneWidget,ui_guide,docs/ui,2d01c43c2e84b73a,2d01c43c2e84b73a,161,14,Textual Rig Console — Slice 1: Projection-Only SessionPaneWidget,2,0,5,0
docs/ui/textual-rig-console-slice-2-evidence-rail.md,Textual Rig Console — Slice 2: EvidenceRailWidget,ui_guide,docs/ui,7d760257e6c42918,7d760257e6c42918,82,9,Textual Rig Console — Slice 2: EvidenceRailWidget,0,0,4,0
docs/ui/textual-rig-console-slice-3-dashboard.md,Textual Rig Console — Slice 3: DashboardScreen,ui_guide,docs/ui,cf33d3cc93805a2b,cf33d3cc93805a2b,169,17,Textual Rig Console — Slice 3: DashboardScreen,6,0,4,0
docs/ui/textual-rig-console-slice-4-action-boundary.md,Textual Rig Console — Slice 4: Read-Only Action Surface and Projection Provider Boundary,ui_guide,docs/ui,1267acf224e74ad5,1267acf224e74ad5,209,20,Textual Rig Console — Slice 4: Read-Only Action Surface and Projection Provider ,6,0,5,0
docs/ui/textual-rig-console-slice-5-1-worker-refresh.md,Textual Rig Console — Slice 5.1: Worker-Safe Dashboard Refresh,ui_guide,docs/ui,36a78018883f30dd,36a78018883f30dd,110,12,Textual Rig Console — Slice 5.1: Worker-Safe Dashboard Refresh,0,0,3,0
docs/ui/textual-rig-console-slice-5-runtime-provider.md,Textual Rig Console — Slice 5: Read-Only Runtime Dashboard Provider,ui_guide,docs/ui,bc2969e475604897,bc2969e475604897,210,16,Textual Rig Console — Slice 5: Read-Only Runtime Dashboard Provider,4,0,6,0
docs/ui/textual-rig-console-slice-6-coordination-session-enrichment.md,Textual Rig Console — Slice 6: Coordination/Session Enrichment,ui_guide,docs/ui,bc228fa95978738a,bc228fa95978738a,139,13,Textual Rig Console — Slice 6: Coordination/Session Enrichment,1,0,5,0
docs/ui/textual-streaming-smoothness.md,Textual Streaming Smoothness — Provider Delta Coalescing,ui_guide,docs/ui,f6bf4e06ba2e9690,f6bf4e06ba2e9690,316,28,Textual Streaming Smoothness — Provider Delta Coalescing,4,0,0,0
extensions/vscodium-rig-relay/README.md,Rig Relay VSCodium Extension Spike,unknown,extensions/vscodium-rig-relay,1e835591a39bb5c0,1e835591a39bb5c0,41,7,Rig Relay VSCodium Extension Spike,0,0,0,0
packaging/macos/README.md,macOS App Bundle — Rig Relay,unknown,packaging/macos,9ca4a74497dc58c5,9ca4a74497dc58c5,103,10,macOS App Bundle — Rig Relay,4,0,0,0
rig_relay/core/prompts/agents_doc.md,Agents Doc,unknown,rig_relay/core/prompts,7aeab55c2d205490,7aeab55c2d205490,6,0,,0,0,0,0
rig_relay/core/prompts/cli.md,Cli,unknown,rig_relay/core/prompts,aaa90eecaf2fe1f3,aaa90eecaf2fe1f3,61,0,,0,0,0,0
rig_relay/core/prompts/compact.md,Compact,unknown,rig_relay/core/prompts,f2cb4f8273dcedc3,f2cb4f8273dcedc3,49,7,1. User's Primary Goals and Intent,0,0,0,0
rig_relay/core/prompts/dangerous_directory.md,Dangerous Directory,unknown,rig_relay/core/prompts,961069242e1635a3,961069242e1635a3,6,0,,0,0,0,0
rig_relay/core/prompts/explore.md,Explore,unknown,rig_relay/core/prompts,0f45bb68b6779469,0f45bb68b6779469,51,0,,3,0,0,0
rig_relay/core/prompts/lean.md,Lean,unknown,rig_relay/core/prompts,6ab83581252617b8,6ab83581252617b8,160,0,,1,0,0,0
rig_relay/core/prompts/orchestrator.md,Orchestrator Agent,unknown,rig_relay/core/prompts,fc38a8a2eaaf823c,fc38a8a2eaaf823c,93,11,Orchestrator Agent,0,0,0,0
rig_relay/core/prompts/project_context.md,Project Context,unknown,rig_relay/core/prompts,8bbbda30842a444b,8bbbda30842a444b,5,0,,0,0,0,0
rig_relay/core/prompts/tests.md,Tests,unknown,rig_relay/core/prompts,95a2fb39a0089421,95a2fb39a0089421,3,0,,0,0,0,0
rig_relay/core/prompts/turn_summary.md,Turn Summary,unknown,rig_relay/core/prompts,7d7970167b0637fb,7d7970167b0637fb,11,0,,0,0,0,0
rig_relay/core/tools/builtins/prompts/ask_user_question.md,Ask User Question,unknown,rig_relay/core/tools/builtins/prompts,7c8d9061462121d8,7c8d9061462121d8,85,6,When to Use,2,0,0,0
rig_relay/core/tools/builtins/prompts/bash.md,First chunk,unknown,rig_relay/core/tools/builtins/prompts,8f9e6a4419da906c,8f9e6a4419da906c,74,2,First chunk,4,0,0,0
rig_relay/core/tools/builtins/prompts/grep.md,Grep,unknown,rig_relay/core/tools/builtins/prompts,fd462dfd795f7949,fd462dfd795f7949,5,0,,0,0,0,0
rig_relay/core/tools/builtins/prompts/read_file.md,Read File,unknown,rig_relay/core/tools/builtins/prompts,4686acf78fd69ddc,4686acf78fd69ddc,19,0,,0,0,0,0
rig_relay/core/tools/builtins/prompts/search_replace.md,Search Replace,unknown,rig_relay/core/tools/builtins/prompts,b69bbb24e9247de5,b69bbb24e9247de5,44,0,,2,0,0,0
rig_relay/core/tools/builtins/prompts/skill.md,Skill,unknown,rig_relay/core/tools/builtins/prompts,efea02a929ffaad7,efea02a929ffaad7,20,3,When to Use This Tool,0,0,0,0
rig_relay/core/tools/builtins/prompts/task.md,Task,unknown,rig_relay/core/tools/builtins/prompts,1acbce6f20922789,1acbce6f20922789,27,3,When to Use This Tool,0,0,0,0
rig_relay/core/tools/builtins/prompts/todo.md,Todo,unknown,rig_relay/core/tools/builtins/prompts,5795efe64a086810,5795efe64a086810,200,6,How it works,5,0,0,0
rig_relay/core/tools/builtins/prompts/webfetch.md,Webfetch,unknown,rig_relay/core/tools/builtins/prompts,20a9d5da72e5409e,20a9d5da72e5409e,8,0,,0,0,0,0
rig_relay/core/tools/builtins/prompts/websearch.md,Websearch,unknown,rig_relay/core/tools/builtins/prompts,a8dce143976cb111,a8dce143976cb111,26,0,,0,0,0,0
rig_relay/core/tools/builtins/prompts/write_file.md,Create a new file (will error if file exists),unknown,rig_relay/core/tools/builtins/prompts,a7bb08bbdb85a06f,a7bb08bbdb85a06f,43,4,Create a new file (will error if file exists),1,0,0,0
scripts/README.md,Project Management Scripts,unknown,scripts,402ed1fea5fa7377,402ed1fea5fa7377,21,7,Project Management Scripts,1,0,0,0
